,Index,ID,Provinz,Ort,Breite,Länge,Text,_7,_8,_9
287,47501,EDCS-70100167,Numidia,El Mader,,,Imp(eratori) Caes(ari) M(arco) Au[re]/l(io) Sev(ero) Antonino Pio / Fel(ici) Aug(usto) Part(hico) m(a)x(imo) Brit(annico) / m(a)x(imo) Ger(manico) m(a)x(imo) Pio m(a)x(imo!) tr(ibunicia) / pot(estate) XVIII imp(eratori) III co(n)s(uli) / imp(eratori) p(atri) (!) proco(n)s(uli) et / Iulia&lt;e=I&gt; Aug(ustae) matri / Aug(usti) et castr(orum) et / s&lt;e=I&gt;na(tus) ac patriae / m(ilia) p(assuum) &lt;XIIII=IIIIX&gt;,215,215,Augusti/Augustae;  miliaria;  mulieres;  viri
288,47692,EDCS-44300051,Numidia,Lambaesis,35.4891097,6.2547505,Imp(erator) Caesar Traianus / Hadrianus Augustus / ⟦le[gionem III Augustam]⟧ / exercitationibus inspectis adlocutus / est is qua[e] infra scripta sunt / Torquato II et [Lib]one co(n)s(ulibus) K(alendis) Iuli(i)s // a&lt;d=T&gt; pi[l]os / [ // [Catullinu]s leg(atus) meus pro causa ves[tra a]cer est ve[rum quae argu]/[e]nda vobis apu&lt;d=T&gt; me fuissent omnia mihi pro vobis ipse di[xit quod] / cohors abest quod omnibus annis per vices in officium pr[ocon]/sulis mittitur quod ante annum tertium cohortem et qui[nos] / ex centuri(i)s in supplementum comparum tertianorum dedis/tis quod multae quod diversae stationes vos distinent quod / nostra memoria bis non tantum mutastis castra sed et nova fecis/tis ob haec excusatos vos habe[rem si q]uid in exercitatione cessas/set sed nihil aut cessavis[se videtur aut est ulla causa cur] / vobis excusatione [apud me opus esset 3]/retis val[ // ]stissim[3] / [3 i]mpellat d[3 fe]/runtur [3]vis barbar[orum 3] / moti sua s[ponte 3] / [6] / vos modo non faciat leni[ores 3] sperate / [m]elius esse facturos qua[e 3 s]sim[i o]mnium ordi/nem tam longae exercit[ationis 3]et stren[u]e multa fe/cistis et satis speciose sp[lendetis sub cura Catullini m]ei clari[s]simi viri / [le]gati qu[i 3]/mir[ // ] armorum [3 sollic]ite vide/[antur attendi]sse vobis primi ordines et centuriones agiles / [et fortes mo]re suo fuerunt // ⟦[Ad equites legionis]⟧ // [ex]ercitationes militares quodam modo suas leges / [ha]bent quibus si qui&lt;d=T&gt; adiciatur aut detrahatur aut minor / [exer]citatio fit aut difficilior quantum autem difficultatis / [additur t]antum gratiae demitur vos ex difficilibus difficil/[limum feci]stis ut loricati iaculationem perageretis / [3 c]um damno quin immo et animum probo / [ // p]robo [1]A[3] [3 hos]tis(?) iuvat itaq[ue 3] / [3]IOI[ // i[3]⟧ / [3]u hesternu[3] / [3 eleg]anter est[is iaculati(?) 3] / [3 exerc]itabam et c[ // ] / [ta]tationes [3 quas] alii [3 per] / plures dies divisis[sent e]as uno die peregistis murum lon[gi] / operis et qualis mansuris hibernaculis fieri solet non [mul]/to diutius exstru{c}xistis quam caespite exstruitur qui m[o]/dulo pari caesus et vehitur facile et tractatur et sine mo[les]/tia struitur ut mollis et planus pro natura sua vos lapid[ibus] / grandibus gravibus inaequalibus quos neque vehere n[e]/que attollere neque locare quis possit nisi ut inaequa[lita]/tes inter se compareant fossam glaria duram scabram / recte percussistis et radendo levem reddidistis opere pr[o]/bato introgressi castra raptim et cibum et arma cepistis / equitem emissum secuti magno clamore revertentem per [ // ⟦[ad] hast[a]t[os]⟧ / [3] dies poscit u[t 3] / [3]s[1]V[ // ] iaculari non potuit qu[3] / [3]vo Celer hastatus rect[e 3] / [3 v]os exercuit / [ // il]/lic saltib[us 3 in]/tellexi v[os 3 fuis]/setis ne[3] habili/ter iacu[la 3]as qui/dam bi[3] / [1]ic[ // ]et ex equis per tot[3] / [3]am quoque celer[3] / exercitatione c[ // ] K(alendis) Iul(iis) coh(orti) II Ha[miorum] / [cum cast]ra vobis refragata s[int 3] / [3]us in campo iusto [proelio(?) 3] / [3 a]quis ipsis int[erclu // ]m[3]cistis et manibus non languidis id/[circo cum] vos iam sagitt[as no]n ad signum miseritis quod iam hostis / [adest impe]llit pra[efectus ad eu]m vos mittendi saepius et instantius / [studium ut] in freq[uentibus telis ho]stis ultra scutum non audeat caput / [tollere 3] tarde iunxistis [3] / [3]t erumpetis veh[e]/[mentius 3]idit [3] / [3]tum / [3 Catullinus meu]s lega/[tus 3]dit prae/[fectus // ]ate contos [3]si[3] / [3] scop[os 3]rsent es[3] / [3 praefectus vester] vobis[c]um agil[iter decucurrit] / [3] ala [3]pa[3]sin[3] / [Cantabricum a]criter alacriter eff[ecistis ita ut hostis] non potuisset vos tu[rbare] / [3 vos red]egisset qua fui[ssetis] / [ // ] / laudo quod convertuit vos ad hanc exercitat[ionem 3 quae verae di]/micationis imaginem accepit et sic exercet [vos 3 ut lau]/dare vos possim Cornelianus praefectus ves[ter intre]pide [officio suo sa]/tis fecit contrari discursus non placent mihi nec [div]o Tra[iano cui mihi] / est auctor e tecto transcurrat eques et pe[3 si non] / videt qua vadat aut si voluerit ecum r[efr]en[are nequit non potest] / quin sit obnoxius caliculis tectis a[ut fo]ss[is quas] non videt s[i] / [vul]tis congredi debetis concurr[ere per me]dium campum ta[m]/[q]uam adversus hosti facienda [umquam sunt u]lla quam caute / [3 N]on(is) Iul(iis) Zarai coh(orti) [I Fl(aviae?) eq(uitatae?) 3] / [3] turbetis et di[ // ] III Idus Iulias ala I Pannoniorum / omnia per ordinem egistis campum d[ec]ursionibus complestis / iaculati estis non ineleganter hast[is us]i quamquam brevi/bus et duris lanceas plures vestrum [scie]nter miserun[t] saluis/tis et hic agiliter et heri velociter si q[u]i&lt;d=T&gt; defuisset desid[e]rarem / si qui&lt;d=T&gt; eminuisset designarem tota exercitatione perae[q]ue pla/cuistis Catullinus legatus meus vir clarissimus in o[mni]//bus quibus praeest parem curam suam exhib[uit 3 prae]/fectus vester sollicite videtur vobis attendere congiar[i]/um accipite viator iam in Commagenorum campo salieti[s] / eq(uites) coh(ortis) VI Commagenorum // difficile est cohortales equites etiam per se placere difficilius post ala/rem exercitationem non displicere alia spatia campi alius iacu/lantium numerus frequens dextrator Cantabricus densus / equorum forma armorum cultus pro stipendi(i) modo verum / vos fastidium calore vitastis strenue faciendo quae fieri debe/bant addidistis ut et lapides fundis mitteretis et missilibus con/fligeretis saluistis ubique expedite Catullini leg(ati) mei c(larissimi) v(iri) / [insignis virtus] apparet quod tales vos sub illo v[ir]o vi[ri estis] / [ // ] si erat E[3] / [3 om]nium ordi/[num 3]E multa fe/[cistis 3 Catullini claris]simi viri / [ // ] / excepistis [3]/tis et summ[ // ] rectam [ // ]EIIII PILI EII / [ // ca]mpo [ // fe]/runtur [3] / moti sua s[ponte // le]gati qu[i 3] / mir[ // ]A[ // ]ISM[ // ]VGO V[ // ]AVII[3] / [3]ALAN[ // ]stis a[3] / [3]COB[,128,128,Augusti/Augustae;  litterae erasae;  milites;  tituli operum;  tituli sacri;  tria nomina;  viri
289,48349,EDCS-20900065,Palaestina,Horbat Qesari / Caesarea Maritima,32.4987775,34.8912663,C(aio) Iuli[o Tario] / Titi[ano] / legato Au[g(usti) pr(o) pr(aetore)] / Syr(iae) Pa[laest(inae)] / M(arcus) Fl(avius) Quir(ina) S[3] / [3] leg(ionis) X [Fret(ensis)] / Antonin[ianae] / [3]s op(timo) et mer(enti?) [ // Invic]to / [3 Augusto] / [p]raes(es) / [prov(inciae) Syr(iae) Palaest(inae)] / [d(evotus) N(umini) m(aiestati)]q(ue) e(ius),218,222;,Augusti/Augustae;  milites;  ordo senatorius;  tituli honorarii;  tituli sacri;  viri
290,48788,EDCS-28600013,Pannonia inferior,Budapest / Aquincum,47.4984159,19.0405083,C(aio) Iul[io 3] Ommen/tiaeo mil(iti) leg(ionis) / I Ad(iutricis) stip(endiorum) XXII / et Fla(viae) Gemell(a)e / coniugi eius Iul(ius) / Ampliatus lib(ertus) pa/tronis bene me/rentibus et Iul(ius) / Maximus mil(es) leg(ionis) II Adi(utricis),101,250,liberti/libertae;  milites;  mulieres;  tria nomina;  viri
291,48789,EDCS-28600022,Pannonia inferior,Budapest / Aquincum,47.4984159,19.0405083,Pompulenio Adaucto / Pomp(ulenius) Iunius |(centurio) leg(ionis) II Ad(iutricis) / liberto meren(ti) posuit,253,300,liberti/libertae;  milites;  tria nomina;  viri
292,48958,EDCS-31500088,Pannonia inferior,Budapest / Aquincum,47.4984159,19.0405083,] Secu[ndus] / et Primitiva [3] / liberti eiu[s] / b(ene) m(erenti) f(ecerunt),171,230,liberti/libertae;  mulieres;  viri
293,49618,EDCS-30100897,Pannonia inferior,Budapest / Aquincum,47.4984159,19.0405083,Amore amanti s[i a]mas pignus,1,300,tituli fabricationis;  tituli possessionis
294,50310,EDCS-09900424,Pannonia inferior,Szentendre / Ulcisia,47.6677606,19.0760467,Mira Crescen/tis f(ilia) an(norum) XXX t(itulum) p(osuit) / M(arcus) Atius Rufus / vet(eranus) leg(ionis) II Ad(iutricis) sibi / et con(iugi) b(ene) m(erenti) pos(uit),131,200,milites;  mulieres;  nomen singulare;  tria nomina;  viri
295,50443,EDCS-08600580,Pannonia superior,Bad Deutsch-Altenburg / Carnuntum,48.1341577,16.9059472,Pude(n)s |(denarios) LXX / scutel(l)a(e) / cuparius // CELSIIC() |(denarios) XV / Noni/s Ianuaris / Monomarus,71,100,nomen singulare;  tituli operum;  tituli possessionis;  viri
296,50924,EDCS-26600297,Pannonia superior,Gyor / Raab / Rab / Arrabona,47.687609,17.6346815,]a Secun[3] / [3 al(ae) III] Aug(ustae) Thr[acum] / [Galli]anae Vo[lusia(nae)] / [de s]uo extru[xit] // et ego] Lupian(us) XX(milibus) s(estertiis) reno[vavi] / [patre] amato red(ito) forum [divi] / [Caes]aris gratus inco[lumi]/[tate d]e c(entesimis) pecuniae att[rib(utae)] / [I(uppiter) O(ptime) M(axime)] vera si dixi [iuva],252,253,carmina;  milites;  tituli operum;  tituli sacri;  viri
297,51311,EDCS-11300974,Pannonia superior,Ljubljana / Labacum / Laibach / Emona,46.0499803,14.5068602,]VIII nati / [3]ra / [,1,130,
298,51647,EDCS-16900108,Pannonia superior,Petronell-Carnuntum / Carnuntum,48.1134541,16.861366,Vibius Cn(aei) l(ibertus) / Lo(n)gus / an(norum) XIX nat(us) / [Er]mundur[us] / [,31,70,liberti/libertae;  tria nomina;  viri
299,52815,EDCS-10102108,Pannonia superior,Topusko / Ad Fines,45.2943011,15.9707037,]POIIPI[3] / probat(us) Bradua et / Varo pos(uit) Orfito / et Maximo v(otum) s(olvit) l(ibens) m(erito),172,172,tituli sacri;  viri
300,53250,EDCS-17300364,Picenum / Regio V,Helvia Recina / Helvia Ricina / Ricina,43.3071832,13.4352493,] lib(erto) Clodiano / et / [3]adio Aug(usti) lib(erto) Primiti[3] / bene merenti fecit / [3]ia Magnilla co(n)iu(n)x,97,150,liberti/libertae;  mulieres;  tria nomina;  viri
301,53343,EDCS-17300172,Picenum / Regio V,San Severino Marche / Septempeda,43.2290211,13.1779663,Genio |(centuriae) / Vegetius / Ingenu(u)s / merentibus / pos(u)it,201,300,milites;  tituli sacri;  tria nomina;  viri
302,53394,EDCS-17300168,Picenum / Regio V,Tolentino / Tolentinum,43.2087546,13.2844096,L(ucio) Metilio / L(uci) l(iberto) Fructo VIvir(o) / Tolent(ini) Allidia Aria / coniugi merenti,1,50,liberti/libertae;  mulieres;  seviri Augustales;  tria nomina;  viri
303,53426,EDCS-79200155,Picenum / Regio V,Urbisaglia / Urbs Salvia,43.1966085,13.3765707,]/leae / Clodi/us Vic/tor / b(ene) m(erenti),151,250,mulieres;  tria nomina;  viri
304,53494,EDCS-64500556,Picenum / Regio V,Urbisaglia / Urbs Salvia,43.1966085,13.3765707,] / Secundillae Sul[3] / plebs Salviensium / aere conlato / bene merent(i),1,200,mulieres;  tituli honorarii;  tituli operum;  tria nomina
305,53496,EDCS-03700185,Picenum / Regio V,Urbisaglia / Urbs Salvia,43.1966085,13.3765707,] / IIIIvir [3] / [3] quaes[tor(?) 3] / [ 3] fabr(um) [3] / [3 coniu]gi b(ene) m(erenti) [3] / [3 et] sibi [3],1,200,
306,53551,EDCS-26600096,Pontus et Bithynia,Kocaeli / Nicomedia,40.765382,29.9406983,L(ucio) Caesari Aug(usti) / f(ilio) auguri co(n)s(uli) de[s(ignato)] / an(nos) nat(us) XIIII prin[c(ipi)] / [iuventutis],-2,-2,Augusti/Augustae;  sacerdotes pagani;  tituli honorarii;  viri
307,54067,EDCS-72600356,Provincia incerta,?,,,D(is) M(anibus) / Stlogae / vixit ann(is) XIX / diebus LV / L(ucius) Calpurnius Fortunatus / vernae merenti / nutritus / Ianuari et Heliadis,101,200,mulieres;  nomen singulare;  officium/professio;  servi/servae;  tria nomina;  viri
308,54609,EDCS-61700256,Provincia incerta,?,,,Imp(erator) Caes(ar) divi Traian(i) Parthici f(ilius) divi Nervae nepos Tra/ianus Hadrianus A&lt;u=A&gt;g(ustus) pont(ifex) max(imus) trib(unicia) pot(estate) III co(n)s(ul) III dicit / cum sit ea fortissimar(um) pientissimaru&lt;m=A&gt;(que) cohort(ium) praet(orii) / mei dignit(as) ut et stipendior(um) his et praemior(um) honor prae/cipuus habeatur pro sum&lt;m=A&gt;a fide ac sed&lt;u=A&gt;litate per/petua circa princip(em) vestrum suumq(ue) (i)mperator(em) mini/me proposito meo convenit quicquam quod ulli / eorum deesse videatur au&lt;t=I&gt; (l)entius et expectat(um) peti/tionib(us) sing&lt;u=N&gt;lor(um) aut intra domesticos parietes tri/buere / qui mos igitur bene meritos et pro contion(e) donare / vobis testibus Quirit(es) iis praetorian(orum) meor(um) quicumq(ue) / in pr(idie) K(alendas) Ia&lt;n=V&gt;(uarias) me II et Fusco Sal&lt;i=R&gt;natore co(n)s(ulibus) in nu/mer(is) fuer(unt) eius condicion(is) ut non legitimi cives / Romani viderentur &lt;v=N&gt;el ex dilectu probati &lt;p=D&gt;a/rum ex(a)m&lt;i=U&gt;nata origine parent{i}um vel ex alia / qua causa translati civitatem Romanam do // omniave quae pro civibus Romanis gesserunt / pro&lt;i=S&gt;nde confirmo quasi iam tunc cum &lt;m=A&gt;ilitare / coeperunt cives Romani fuissent / proposit(um) (I)d(ibus) Febr(uariis) / Imp(eratore) Hadriano Aug(usto) III (!) // Imp(erator) Caesar divi Trai[an]i Pa[rthici f(ilius) d]ivi [Ne]rv[ae] / nepos Traianus Hadrianus Aug(ustus) pon[t(ifex) m]axi[mus] / trib(unicia) potest(ate) III co(n)[s(ul) II]I dicit / cum sit ea fortissimarum pientissima[rumque] / cohortium praetori(i) mei dignitas ut et [stipen]/diorum his et praemiorum honor praec[i]p[u]/us habeatur pro summa fide ac sedulita[te] / perpetua circa principem [v]estrum [su]u[m]/que imperatorem minime pro[posito meo] / [c]onvenit quicquam quod ulli eo[rum de]/esse videatur aut lentius et [expectatum peti]/tionibus singulorum au[t] intr[a domes]ticos / parietes tribuere / qui mos igitur bene meritos et pro con/tione donare vobis testibus Quirites iis / praetorianorum meorum quicumque in / pr(idie) K(alendas) Ian(uarias) me iterum et Fusco Salinatore co(n)s(ulibus) / in numeris fuerunt eius condicionis ut / non legitimi cives Romani viderentur / [v]el ex dilectu probati parum exami[nata] ori/[gine] parent{i}um vel ex alia qua c[ausa trans]/[l]ati civitatem Romanam do omniave quae / pro civibus Romanis gesserunt [pr]oind[e] / [con]firmo quasi iam tunc cum militare coe/[pe]runt cives Romani fuissent proposit(um) R[omae(?)] / [Im]p(eratore) Hadriano Au[g(usto)] III (!) / coh(ors) III pr(aetoria) / P(ublio) Att[io(?) 3] f(ilio) Pap(iria) Nepoti Mesemb(ria) // M(arci) Didi Saturnini / L(uci) Statori Quintiani / L(uci) Iuli Maximi / M(arci) Iuli Memnonis / L(uci) Antoni Maximi / Q(uinti) Cosconi Modesti / L(uci) Terenti Nigri,119,119,Augusti/Augustae;  diplomata militaria;  milites;  tituli sacri;  tria nomina;  viri
309,54618,EDCS-63500007,Provincia incerta,?,,,[Imp(erator) Caesar divi Traiani Parthici f(ilius) divi Nervae nepos Traianus Hadrianus Aug(ustus) pont(ifex) maximus trib(unicia) postest(ate) III co(n)s(ul) III dicit cum sit ea fortissimarum pientissimarumque cohortium praetorii mei dignitas ut et stipendiorum his et praemiorum honor praecipuus habeatur pro summa fide ac sedulitate perpetua circa principem vestrum suumque imperatorem minime proposito meo convenit quicquam quod ulli eorum deesse videatur aut lentius et expectatum petitionibus singulorum aut intra domesticos parietes tribuere qui mos igitur bene meritos et pro contione donare vobis testibus Quirites iis praetorianorum meorum quicumque in pr(idie) K(alendas) Ian(uarias) me iterum et Fusco Salinatore co(n)s(ulibus) in numeris fuerunt eius condicionis ut non legitimi cives Romani viderentur vel ex dilectu probati parum examinata origine parent]/[um vel ex alia qu]a causa tra[nslati civita]/[tem Romanam do]omniaque q[uae pro civibus] / [Romanis gesserun]t proinde c[onfirmo quasi] / [iam tunc cum milit]are c[oeperunt cives Romani fuissent // [convenit quicquam quod ulli eorum dees]/[se videatur aut lentius] et ex[pectatum pe]/[titionibus singulorum a]ut in[tra domesti]/[cos parietes tribuere] / [qui mos igitur bene meritos] et pr[o contione] / [donare vobis testibus Quirites iis praetoria]/[norum,119,119,Augusti/Augustae;  diplomata militaria;  milites;  tituli sacri;  viri
310,55390,EDCS-27700220,Raetia,Regensburg / Castra Regina,49.0195333,12.0974869,Vict]oriae / [Severi Ale]xandri Aug(usti) // ]I / [3]natus / [3] Iulius / Aur(elius) Euvander / Aur(elius) Augustin(us) / Aur(elius) Silvinus / Cl(audius) Felician(us) / Iul(ius) Iulianus qu(a)estor / Iul(ius) Victor / [I]ul(ius) Victorian(us) / [3]ccius / [ // [3]oninus / [3]lianus / [3] Victor / [I]ul(ius) Florinus / Iul(ius) Florianus / Iul(ius) Augustan(us) / Aur(elius) Gratus / Valentinus / Aur(elius) Secundan(us) / Aur(elius) Firmanus / Aur(elius) Quartin(us) / Iulianus vet(eranus) / Iul(ius) Iulianus / Aur(elius) Marcell(i)n(us) / Aur(elius) Severianus / Aur(elius) Pusinnio / Iucundus / Aur(elius) Victorian(us) / Aur(elius) Victorinus / [3]tus / [ // Iul(ius) Tetricus / Iul(ius) Quartus / Iul(ius) Modestus / Iul(ius) Modestin(us) / Aur(elius) Severus / Cl(audius) Profutur(us) / Fl(avius) Martinus / Cl(audius) Ursulus / Sep(timius) Victor / Sep(timius) Victorin[us] / Aur(elius) Patrei[us] / Aur(elius) Patrin[3] / Tit(ius) Iust[3] / Aur(elius) Per[3] / Per(ennius?) Pe[3] / Per(ennius?) V[3] / Cas(sius) [3] / Aur(elius) [3] / Aur(elius) I[3] / QVAL[ // Ger() Victor / Ger() Candidian(us) / Veg(etius) Marcellin(us) / Ael(ius) Forti[s] / Ei() Mili[3] / Nas() [3] / DE[,222,235,Augusti/Augustae;  milites;  ordo decurionum;  tituli sacri;  tria nomina;  viri
311,55420,EDCS-03000719,Raetia,Regensburg / Castra Regina,49.0195333,12.0974869,[Deo M]arti et Larundae / [Vind]elicis sacellum / [mi]litibus dicavit / [vic]e tert(iae) tribunus / militi[ae i]n Liburno / [n]atus A[p]oni medentis / olente maria limo / Marcus Ateste prisc(o) / Aemilius rebitens / [tu]rrigeras ad arces,201,230,carmina;  milites;  nomen singulare;  ordo equester;  tituli operum;  tituli sacri
312,55667,EDCS-15100080,Roma,Roma,41.8933203,12.4829321,T(itus) Ratumenna / Fortunatus the/ophorus synhodi / Sebaste Cornelia / Primigenia coniugi / suo bene merenti f[ecit],1,70,
313,55714,EDCS-09700029,Roma,Roma,41.8933203,12.4829321,Sote]ridi M(arcus) / [3 coni]ugi sanctissim/[ae et lib(ertis) li(bertabus)q(ue) pos]terisq(ue) eorum / [3]etia manus / [3]marita meis / [3 tibi] multa merenti / [3 aeterna]mque domum / [3]plura dedissem / [3 s]uprema dedi / [3 in]rita partu / [3] praema]tura parit / [3]sunt sorte maritos / [3 solv]ere iuga / [3]batus et pudor unus / [3]t unus amor,71,130,
314,55717,EDCS-09700043,Roma,Roma,41.8933203,12.4829321,Pompeiae / Primae co(n)iu/gi dulcissi/mae pos(uit) Cres/centianus b(ene) m(erenti),71,200,
315,55722,EDCS-09401303,Roma,Roma,41.8933203,12.4829321,Prognatus Roma ipse Eutuchius dictus ann(os) vix(i) undecim expertus breve tempus hoc tumulo tegitur dulcis spiritus humana sorte receptus b(ene) m(erenti) f(ilio) parentes cum fratre fec(erunt),201,300,
316,55724,EDCS-09401313,Roma,Roma,41.8933203,12.4829321,Aelius Lutor et Caecilia Aeliane / locum donase(!) Plaetorio / Sabino Iulio Vestali / Plaetorius Sabinus / bene merenti fratri / fecit,201,300,
317,55725,EDCS-09401329,Roma,Roma,41.8933203,12.4829321,Domitius / Nuneces et / [T]halamus / [D]omitiae Lexidi / matri b(ene) m(erenti) fecerunt,201,250,
318,55744,EDCS-09400063,Roma,Roma,41.8933203,12.4829321,Aelia [Ama]stris f[ecit Aelio A]/gaty[rso] mari[to bene mere]/nti et [sibi li]berti[s libertabusque] / po[steri]sq[ue suis],131,250,
319,55754,EDCS-09300796,Roma,Roma,41.8933203,12.4829321,] Euscenius / [feci]t b(ene) m(erenti) lib(ertis) / [libert]ab(us) pos(terisque) eorum,151,200,
320,55792,EDCS-07000130,Roma,Roma,41.8933203,12.4829321,Alexa Caesaris / ser(vus) fecit Manliae / Faustillae bene / merenti co(n)iugi,1,100,
321,55819,EDCS-02700016,Roma,Roma,41.8933203,12.4829321,Pollae / Argynnus / conservae / bene merenti fecit,1,50,mulieres;  nomen singulare;  viri
322,55842,EDCS-13700255,Roma,Roma,41.8933203,12.4829321,Ofilia Marcella sibi et Aur(elio) Victori quondam marito b(ene) m(erenti),267,300,
323,55845,EDCS-13700260,Roma,Roma,41.8933203,12.4829321,Claudia / Fructilla / Niceroti / fratri suo / bene / merenti / fecit,1,200,
324,55849,EDCS-20100029,Roma,Roma,41.8933203,12.4829321,Suc[ces]so / fratri bene / merenti / [,231,270,
325,55892,EDCS-59400063,Roma,Roma,41.8933203,12.4829321,]OT[3] / [3]ri b(ene) m(erenti) [3],101,300,
326,55936,EDCS-34100181,Roma,Roma,41.8933203,12.4829321,]A Es[3] / [3 anno]s XXVII m(enses) [3] / [dies] XIIII fecit T(itus) A[3] / [3] Olympus Aug(usti) lib(ertus) [3] / [3] ben(e) m(erenti) [3],131,170,liberti/libertae
327,55945,EDCS-35000620,Roma,Roma,41.8933203,12.4829321,Trophimus Ph[3] / Aequis / patrono b(ene) m(erenti) / h(oc) m(onumntum) [h(eredem) n(on) s(equetur)],131,170,
328,55946,EDCS-35000622,Roma,Roma,41.8933203,12.4829321,Hila]/ritas / filio dulc[i]ssi/mo bene / [merenti,151,200,
329,55960,EDCS-34201055,Roma,Roma,41.8933203,12.4829321,] / [Sev]erae / Gavia Ma / filiae / bene merent(i) / fec(it),71,100,
330,55967,EDCS-10701634,Roma,Roma,41.8933203,12.4829321,] materna / [3] opibusque pa/[ternis] / [ti]tulis auroque nite/bant tunc et fortuna favebat / tuque modo ad manes iaces / caligine mersa et ego ad supe/ros vitam tristemque geram / tam rogo desineas luctu lacrimis/que karissime co(n)iunx / teque rogo dum vives una cum san/guine nostro laeta revidendo / cum te hic fata vocabunt excipiam / errantem per Tartara Ditis / haec{c} torum manet aeterna domus / [Aure]lius Auzulanus co(n)iugi / [b(ene)] m(erenti),201,250,carmina;  mulieres;  tituli operum;  tria nomina;  viri
331,55969,EDCS-60700165,Roma,Roma,41.8933203,12.4829321,]rel() Sy[m(?)] / b(ene) m(erenti),101,200,
332,55974,EDCS-09800015,Roma,Roma,41.8933203,12.4829321,Iulia / Serapis / Ennio Satur/nino co(n)iugi / bene merenti,201,300,mulieres;  viri
333,55980,EDCS-09800010,Roma,Roma,41.8933203,12.4829321,[3]liae Eutychiae / bene / merenti / Sarmatius / suae,151,200,
334,55981,EDCS-15200163,Roma,Roma,41.8933203,12.4829321,Homo bonus infa(n)s a&lt;t=D&gt;que amicus omnibus / hic conquiescit anima superis tradita / qui acc[e]ptum lumen mense XI reddidit / Amymone e matre eq(ue) Marcello patre / natus Quirina Athenodorus Roma domo,98,180,
335,55996,EDCS-09400009,Roma,Roma,41.8933203,12.4829321,[Mu]natia[e 3] / Cn(aeus) Munatiu[s 3] / collibertae et coniugi suae ben[e merenti] / fecit et sibi et [suis],1,130,liberti/libertae;  mulieres;  viri
336,56000,EDCS-36800012,Roma,Roma,41.8933203,12.4829321,] / carissi[m 3] / bene me[renti] / Q(uintus) Caesu[vius(?),1,130,
337,56002,EDCS-09400011,Roma,Roma,41.8933203,12.4829321,Flaviae / Sympherusae fecit / Flavius / Successus / libertae suae bene merenti,101,200,liberti/libertae
338,56003,EDCS-36800016,Roma,Roma,41.8933203,12.4829321,[En]niae CC(aiorum) |(mulieris) l(ibertae) / [T]ertullae / [3 E]nnius Hermeros / [b]ene merenti,1,50,liberti/libertae
339,56032,EDCS-64400163,Roma,Roma,41.8933203,12.4829321,Priscus [3] / Ulpiae Hel[3] / co(n)iugi karis/simae et ama/ntissim(a)e / bene merent(i),201,300,
340,56069,EDCS-52602603,Roma,Roma,41.8933203,12.4829321,]MI[3] / Epaphrod[i]/tus coniu/gi b(ene) m(erenti) fec(it),1,200,
341,56074,EDCS-52602608,Roma,Roma,41.8933203,12.4829321,] optim[3] / [3]ochus [3] / [3] b(ene) m(erenti),1,200,
342,56078,EDCS-52800326,Roma,Roma,41.8933203,12.4829321,] / [contub]ernali / honoris cau/sae bene m{a}/erenti fecit et / Numitoria Se/cunda filia / matri,101,200,
343,56081,EDCS-52800176,Roma,Roma,41.8933203,12.4829321,] / Flavia Protarchi[s] / amico de se / bene merenti / fecit spes / tuae tecum sunt,71,200,
344,56105,EDCS-52800346,Roma,Roma,41.8933203,12.4829321,[3]NA / [3 P]hilocalo / [3 contubern]alibus / [3 bene mere]ntibus fec(it),1,100,
345,56106,EDCS-52800164,Roma,Roma,41.8933203,12.4829321,] / T(itus) Flavius / Fortunatus / fecit co(n)iugi / suae bene / [merenti,1,100,
346,56109,EDCS-52800388,Roma,Roma,41.8933203,12.4829321,]s / coniugi be/ne meren/ ti / et P(ublius) Sabidius Hi/larus patri b(ene) m(erenti),1,100,
347,56110,EDCS-52800383,Roma,Roma,41.8933203,12.4829321,bene] meren/[ti 3]s Rufus / [3]nia Av/[,1,100,
348,56120,EDCS-52800413,Roma,Roma,41.8933203,12.4829321,] C(ai) Sex[ti3] / [3 V]alens M(arci) C(ai) [l(ibertus) 3] / [3]erni bene [merenti 3],1,100,
349,56146,EDCS-52700593,Roma,Roma,41.8933203,12.4829321,]llius Celad[us L(uci) l(ibertus)] / [3]llia Zosime L(uci) [l(iberta)] / fecerunt patrono / bene merenti,1,100,
350,56156,EDCS-52602596,Roma,Roma,41.8933203,12.4829321,C(aius) Vettius Romanus / Vettiae Chryso/poli lib(ertae) suae bene / merenti fecit,1,100,
351,56178,EDCS-52602613,Roma,Roma,41.8933203,12.4829321,T(ito) Avidio / Abascanto / Amanda / domino / b(ene) m(erenti),1,100,
352,56199,EDCS-52700778,Roma,Roma,41.8933203,12.4829321,T(itus) Aemil(ius) Zeyxis / maritus compa/ravit et posuit / co(n)iugi suae Aur(eliae) Dio/nysia(e) de (!) bene / merenti / incompara&lt;b=V&gt;ili,101,200,mulieres;  viri
353,56270,EDCS-02700330,Roma,Roma,41.8933203,12.4829321,]na C(ai) f(ilia) / [Sep]timio Al[3] / marito s[uo] / [bene me]renti SV[3] / [3]T cum [,171,230,
354,56322,EDCS-44100224,Roma,Roma,41.8933203,12.4829321,m]enses / [3 si]mul / [3 fu]nera partus / [3]us / [3]misi / [3]nati,101,300,
